title_id,title,author,genre,publish_date,pages,format,rating,rating_couunts,reviews_counts,votes,year,description,is_bestseller,award
316,Normal People,Sally Rooney,"Fiction, Romance, Contemporary, Literary Fiction, Audiobook, Ireland, Adult",2018-08-28,273.0,Hardcover,3.81,1388906,135364,40081,2019,"At school Connell and Marianne pretend not to know each other. He’s popular and well-adjusted, star of the school soccer team while she is lonely, proud, and intensely private. But when Connell comes to pick his mother up from her housekeeping job at Marianne’s house, a strange and indelible connection grows between the two teenagers - one they are determined to conceal.A year later, they’re both studying at Trinity College in Dublin. Marianne has found her feet in a new social world while Connell hangs at the sidelines, shy and uncertain. Throughout their years in college, Marianne and Connell circle one another, straying toward other people and possibilities but always magnetically, irresistibly drawn back together. Then, as she veers into self-destruction and he begins to search for meaning elsewhere, each must confront how far they are willing to go to save the other.Sally Rooney brings her brilliant psychological acuity and perfectly spare prose to a story that explores the subtleties of class, the electricity of first love, and the complex entanglements of family and friendship.",1,best-fiction-books-2019
691,Wayward Son,Rainbow Rowell,"Fantasy, Young Adult, LGBT, Romance, Queer, Fiction, Magic",2019-09-24,356.0,Hardcover,3.91,106865,13937,39909,2019,"The story is supposed to be over.Simon Snow did everything he was supposed to do. He beat the villain. He won the war. He even fell in love. Now comes the good part, right? Now comes the happily ever after…So why can’t Simon Snow get off the couch?What he needs, according to his best friend, is a change of scenery. He just needs to see himself in a new light…That’s how Simon and Penny and Baz end up in a vintage convertible, tearing across the American West.They find trouble, of course. (Dragons, vampires, skunk-headed things with shotguns.) And they get lost. They get so lost, they start to wonder whether they ever knew where they were headed in the first place…With Wayward Son, Rainbow Rowell has written a book for everyone who ever wondered what happened to the Chosen One after he saved the day. And a book for everyone who was ever more curious about the second kiss than the first. It’s another helping of sour cherry scones with an absolutely decadent amount of butter.Come on, Simon Snow. Your hero’s journey might be over – but your life has just begun.",1,best-young-adult-fantasy-books-2019
111,Five Feet Apart,Rachael Lippincott,"Romance, Young Adult, Contemporary, Fiction, Audiobook, Realistic Fiction, Young Adult Romance",2018-11-20,304.0,Hardcover,4.18,225066,20092,36232,2019,"In this moving story two teens fall in love with just one minor complication—they can’t get within five feet of each other without risking their lives.Can you love someone you can never touch?Stella Grant likes to be in control—even though her totally out of control lungs have sent her in and out of the hospital most of her life. At this point, what Stella needs to control most is keeping herself away from anyone or anything that might pass along an infection and jeopardize the possibility of a lung transplant. Six feet apart. No exceptions.The only thing Will Newman wants to be in control of is getting out of this hospital. He couldn’t care less about his treatments, or a fancy new clinical drug trial. Soon, he’ll turn eighteen and then he’ll be able to unplug all these machines and actually go see the world, not just its hospitals.Will’s exactly what Stella needs to stay away from. If he so much as breathes on Stella she could lose her spot on the transplant list. Either one of them could die. The only way to stay alive is to stay apart. But suddenly six feet doesn’t feel like safety. It feels like punishment.What if they could steal back just a little bit of the space their broken lungs have stolen from them? Would five feet apart really be so dangerous if it stops their hearts from breaking too?",1,best-young-adult-fiction-books-2019
1725,Verity,Colleen Hoover,"Thriller, Romance, Mystery, Fiction, Mystery Thriller, Suspense, Contemporary",2018-12-07,323.0,Paperback,4.32,2683087,234321,35868,2019,"Lowen Ashleigh is a struggling writer on the brink of financial ruin when she accepts the job offer of a lifetime. Jeremy Crawford, husband of bestselling author Verity Crawford, has hired Lowen to complete the remaining books in a successful series his injured wife is unable to finish.Lowen arrives at the Crawford home, ready to sort through years of Verity's notes and outlines, hoping to find enough material to get her started. What Lowen doesn't expect to uncover in the chaotic office is an unfinished autobiography Verity never intended for anyone to read. Page after page of bone-chilling admissions, including Verity's recollection of what really happened the day her daughter died.Lowen decides to keep the manuscript hidden from Jeremy, knowing its contents would devastate the already grieving father. But as Lowen's feelings for Jeremy begin to intensify, she recognizes all the ways she could benefit if he were to read his wife's words. After all, no matter how devoted Jeremy is to his injured wife, a truth this horrifying would make it impossible for him to continue to love her.",1,best-romance-books-2019
513,Dark Age,Pierce Brown,"Science Fiction, Fantasy, Fiction, Dystopia, Audiobook, Adult, Young Adult",2019-07-30,757.0,Hardcover,4.47,62090,5521,35556,2019,"For a decade Darrow led a revolution against the corrupt color-coded Society. Now, outlawed by the very Republic he founded, he wages a rogue war on Mercury in hopes that he can still salvage the dream of Eo. But as he leaves death and destruction in his wake, is he still the hero who broke the chains? Or will another legend rise to take his place?Lysander au Lune, the heir in exile, has returned to the Core. Determined to bring peace back to mankind at the edge of his sword, he must overcome or unite the treacherous Gold families of the Core and face down Darrow over the skies of war-torn Mercury. But theirs are not the only fates hanging in the balance.On Luna, Mustang, Sovereign of the Republic, campaigns to unite the Republic behind her husband. Beset by political and criminal enemies, can she outwit her opponents in time to save him? Once a Red refugee, young Lyria now stands accused of treason, and her only hope is a desperate escape with unlikely new allies.Abducted by a new threat to the Republic, Pax and Electra, the children of Darrow and Sevro, must trust in Ephraim, a thief, for their salvation—and Ephraim must look to them for his chance at redemption.As alliances shift, break, and re-form—and power is seized, lost, and reclaimed—every player is at risk in a game of conquest that could turn the Rising into a new Dark Age.The #1 New York Times bestselling author of Morning Star returns to the Red Rising universe with the thrilling sequel to Iron Gold.",1,best-science-fiction-books-2019
3338,Queen of Air and Darkness,Cassandra Clare,"Fantasy, Young Adult, Romance, Urban Fantasy, Paranormal, Young Adult Fantasy, Fiction",2018-12-04,912.0,Hardcover,4.33,112909,12834,35431,2019,"Dark secrets and forbidden love threaten the very survival of the Shadowhunters in Cassandra Clare’s Queen of Air and Darkness, the final novel in the #1 New York Times and USA TODAY bestselling The Dark Artifices trilogy. Queen of Air and Darkness is a Shadowhunters novel.What if damnation is the price of true love?Innocent blood has been spilled on the steps of the Council Hall, the sacred stronghold of the Shadowhunters. In the wake of the tragic death of Livia Blackthorn, the Clave teeters on the brink of civil war. One fragment of the Blackthorn family flees to Los Angeles, seeking to discover the source of the disease that is destroying the race of warlocks. Meanwhile, Julian and Emma take desperate measures to put their forbidden love aside and undertake a perilous mission to Faerie to retrieve the Black Volume of the Dead. What they find in the Courts is a secret that may tear the Shadow World asunder and open a dark path into a future they could never have imagined. Caught in a race against time, Emma and Julian must save the world of Shadowhunters before the deadly power of the parabatai curse destroys them and everyone they love.",0,best-young-adult-fantasy-books-2019
728,The Starless Sea,Erin Morgenstern,"Fantasy, Fiction, Magical Realism, Romance, Adult, LGBT, Audiobook",2019-11-05,498.0,Hardcover,3.86,203739,38169,35351,2019,"From the New York Times bestselling author of The Night Circus, a timeless love story set in a secret underground world—a place of pirates, painters, lovers, liars, and ships that sail upon a starless sea.Zachary Ezra Rawlins is a graduate student in Vermont when he discovers a mysterious book hidden in the stacks. As he turns the pages, entranced by tales of lovelorn prisoners, key collectors, and nameless acolytes, he reads something strange: a story from his own childhood. Bewildered by this inexplicable book and desperate to make sense of how his own life came to be recorded, Zachary uncovers a series of clues—a bee, a key, and a sword—that lead him to a masquerade party in New York, to a secret club, and through a doorway to an ancient library hidden far below the surface of the earth. What Zachary finds in this curious place is more than just a buried home for books and their guardians—it is a place of lost cities and seas, lovers who pass notes under doors and across time, and of stories whispered by the dead. Zachary learns of those who have sacrificed much to protect this realm, relinquishing their sight and their tongues to preserve this archive, and also of those who are intent on its destruction. Together with Mirabel, a fierce, pink-haired protector of the place, and Dorian, a handsome, barefoot man with shifting alliances, Zachary travels the twisting tunnels, darkened stairwells, crowded ballrooms, and sweetly soaked shores of this magical world, discovering his purpose—in both the mysterious book and in his own life.",1,best-fantasy-books-2019
240,On the Come Up,Angie Thomas,"Young Adult, Contemporary, Fiction, Audiobook, Realistic Fiction, Music, Young Adult Contemporary",2019-02-05,464.0,Hardcover,4.27,96152,12217,34932,2019,"An alternate cover edition for ISBN 9780062498564 can be found here.Sixteen-year-old Bri wants to be one of the greatest rappers of all time. Or at least make it out of her neighborhood one day. As the daughter of an underground rap legend who died before he hit big, Bri’s got big shoes to fill. But now that her mom has unexpectedly lost her job, food banks and shutoff notices are as much a part of Bri’s life as beats and rhymes. With bills piling up and homelessness staring her family down, Bri no longer just wants to make it—she has to make it.On the Come Up is Angie Thomas’s homage to hip-hop, the art that sparked her passion for storytelling and continues to inspire her to this day. It is the story of fighting for your dreams, even as the odds are stacked against you; of the struggle to become who you are and not who everyone expects you to be; and of the desperate realities of poor and working-class black families.",1,best-young-adult-fiction-books-2019
3353,The Tyrant's Tomb,Rick Riordan,"Fantasy, Mythology, Young Adult, Middle Grade, Fiction, Greek Mythology, Adventure",2019-09-24,448.0,Hardcover,4.33,73725,5543,33333,2019,"In his penultimate adventure, a devastated but determined Apollo travels to Camp Jupiter, where he must learn what it is to be a hero, or die trying.It's not easy being Apollo, especially when you've been turned into a human and banished from Olympus. On his path to restoring five ancient oracles and reclaiming his godly powers, Apollo (aka Lester Papadopoulos) has faced both triumphs and tragedies.Now his journey takes him to Camp Jupiter in the San Francisco Bay Area, where the Roman demigods are preparing for a desperate last stand against the evil Triumvirate of Roman emperors.Hazel, Reyna, Frank, Tyson, Ella, and many other old friends will need Apollo's aid to survive the onslaught.Unfortunately, the answer to their salvation lies in the forgotten tomb of a Roman ruler . . . someone even worse than the emperors Apollo has already faced.Don't miss the exciting Book 4 in this bestselling series set in the Percy Jackson universe!",0,best-childrens-books-2019
3074,Fire & Blood,George R.R. Martin,"Fantasy, Fiction, Audiobook, High Fantasy, Dragons, Adult, Epic Fantasy",2018-11-20,706.0,Hardcover,4.02,102571,10299,32778,2019,"With all the fire and fury fans have come to expect from internationally bestselling author George R. R. Martin, this is the first volume of the definitive two-part history of the Targaryens in Westeros. Centuries before the events of A Game of Thrones, House Targaryen—the only family of dragonlords to survive the Doom of Valyria—took up residence on Dragonstone. Fire and Blood begins their tale with the legendary Aegon the Conqueror, creator of the Iron Throne, and goes on to recount the generations of Targaryens who fought to hold that iconic seat, all the way up to the civil war that nearly tore their dynasty apart. What really happened during the Dance of the Dragons? Why did it become so deadly to visit Valyria after the Doom? What is the origin of Daenerys’s three dragon eggs? These are but a few of the questions answered in this essential chronicle, as related by a learned maester of the Citadel and featuring more than eighty all-new black-and-white illustrations by artist Doug Wheatley. Readers have glimpsed small parts of this narrative in such volumes as The World of Ice & Fire, but now, for the first time, the full tapestry of Targaryen history is revealed. With all the scope and grandeur of Gibbon’s The History of the Decline and Fall of the Roman Empire, Fire and Blood is the ultimate game of thrones, giving readers a whole new appreciation for the dynamic, often bloody, and always fascinating history of Westeros.",0,best-fantasy-books-2019
524,The Turn of the Key,Ruth Ware,"Thriller, Mystery, Fiction, Mystery Thriller, Audiobook, Horror, Suspense",2019-08-06,337.0,Hardcover,3.92,279996,30931,31822,2019,"When she stumbles across the ad, she’s looking for something else completely. But it seems like too good an opportunity to miss—a live-in nannying post, with a staggeringly generous salary. And when Rowan Caine arrives at Heatherbrae House, she is smitten—by the luxurious “smart” home fitted out with all modern conveniences, by the beautiful Scottish Highlands, and by this picture-perfect family. What she doesn’t know is that she’s stepping into a nightmare—one that will end with a child dead and herself in prison awaiting trial for murder. Writing to her lawyer from prison, she struggles to explain the unravelling events that led to her incarceration. It wasn’t just the constant surveillance from the cameras installed around the house, or the malfunctioning technology that woke the household with booming music, or turned the lights off at the worst possible time. It wasn’t just the girls, who turned out to be a far cry from the immaculately behaved model children she met at her interview. It wasn’t even the way she was left alone for weeks at a time, with no adults around apart from the enigmatic handyman, Jack Grant. It was everything. She knows she’s made mistakes. She admits that she lied to obtain the post, and that her behavior toward the children wasn’t always ideal. She’s not innocent, by any means. But, she maintains, she’s not guilty—at least not of murder. Which means someone else is. Full of spellbinding menace and told in Ruth Ware’s signature suspenseful style, The Turn of the Key is an unputdownable thriller from the Agatha Christie of our time.",1,best-mystery-thriller-books-2019
3210,The Five: The Untold Lives of the Women Killed by Jack the Ripper,Hallie Rubenhold,"Nonfiction, History, True Crime, Biography, Crime, Historical, Audiobook",2019-02-26,352.0,Hardcover,4.12,54046,7634,31783,2019,"Polly, Annie, Elizabeth, Catherine and Mary-Jane are famous for the same thing, though they never met. They came from Fleet Street, Knightsbridge, Wolverhampton, Sweden and Wales. They wrote ballads, ran coffee houses, lived on country estates, they breathed ink-dust from printing presses and escaped people-traffickers.What they had in common was the year of their murders: 1888.Their murderer was never identified, but the name created for him by the press has become far more famous than any of these five women.In this devastating narrative of five lives, historian Hallie Rubenhold finally gives these women back their stories.",0,best-history-biography-books-2019
3170,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,"Nonfiction, Self Help, Audiobook, Personal Development, Business, Feminism, Inspirational",2019-03-05,216.0,Hardcover,3.79,83044,6366,31276,2019,"Rachel Hollis points out the pitfalls, challenges, and excuses that stop us from achieving our aspirations.Rachel Hollis has seen it too often: Women not living into their full potential. They feel a tugging on their hearts for something more, but they’re afraid of embarrassment, of falling short of perfection, of not being enough.In Girl, Stop Apologizing, #1 New York Times bestselling author and founder of a multimillion-dollar media company Rachel Hollis sounds a wake-up call. She knows that many women have been taught to define themselves in light of other people—whether as wife, mother, daughter, or employee—instead of learning how to own who they are and what they want.In this book, Hollis helps you to:• identify the excuses to let go of,• the behaviors to adopt,• and the skills to acquire on the path to growth, confidence, and believing in yourself.Hollis shares stories and principles with raw honesty that inspires her readers to discover and take the practical steps that will put them on a lifelong path of personal growth.Girl, Stop Apologizing is the life- changing guide you need to dump your excuses, embrace your dreams, set boundaries, and gain real confidence in life.",0,best-nonfiction-books-2019
3075,The Priory of the Orange Tree,Samantha    Shannon,"Fantasy, LGBT, Fiction, Queer, Lesbian, Dragons, Adult",2019-02-26,827.0,Hardcover,4.2,202631,32485,30868,2019,"A world divided.A queendom without an heir.An ancient enemy awakens.The House of Berethnet has ruled Inys for a thousand years. Still unwed, Queen Sabran the Ninth must conceive a daughter to protect her realm from destruction—but assassins are getting closer to her door.Ead Duryan is an outsider at court. Though she has risen to the position of lady-in-waiting, she is loyal to a hidden society of mages. Ead keeps a watchful eye on Sabran, secretly protecting her with forbidden magic.Across the dark sea, Tané has trained all her life to be a dragonrider, but is forced to make a choice that could see her life unravel.Meanwhile, the divided East and West refuse to parley, and forces of chaos are rising from their sleep.An alternative cover edition for this ISBN can be found here.",0,best-fantasy-books-2019
3354,Tunnel of Bones,V.E.  Schwab,"Middle Grade, Fantasy, Paranormal, Audiobook, Horror, Young Adult, Ghosts",2019-09-03,287.0,Hardcover,4.04,30343,5020,30557,2019,"Trouble is haunting Cassidy Blake . . . even more than usual.She (plus her ghost best friend, Jacob, of course) are in Paris, where Cass's parents are filming their TV show about the world's most haunted cities. Sure, it's fun eating croissants and seeing the Eiffel Tower, but there's true ghostly danger lurking beneath Paris, in the creepy underground Catacombs.When Cass accidentally awakens a frighteningly strong spirit, she must rely on her still-growing skills as a ghosthunter -- and turn to friends both old and new to help her unravel a mystery. But time is running out, and the spirit is only growing stronger.And if Cass fails, the force she's unleashed could haunt the city forever.#1 New York Times bestselling author Victoria Schwab returns to the spooky and heart-pounding world of City of Ghosts, delivering thrilling new adventures and an unforgettable spin on friendship. (Because sometimes, even psychic ghost best friends have secrets. . .)",0,best-childrens-books-2019
3373,A Beautiful Day in the Neighborhood: The Poetry of Mister Rogers,Fred Rogers,"Poetry, Picture Books, Childrens, Nonfiction, Music, Juvenile, Audiobook",2019-03-19,144.0,Hardcover,4.34,3135,610,29860,2019,"For the first time ever, the songs from Mister Rogers' Neighborhood are collected here in a illustrated treasury.Mister Rogers' Neighborhood had a revolutionary impact on children's television, and on millions of children themselves. Through songs, puppets, and frank conversations, Mister Rogers instilled the values of kindness, patience, and self-esteem in his viewers, and most of all, taught children how loved they were, just by being themselves. A Beautiful Day in the Neighborhood reimagines the songs from the show as poetry, ranging from the iconic ""Won't You Be My Neighbor?"" to the forgotten gems. The poems deal with topics such as difficult feelings, new siblings, everyday routines, imagination, and more.",0,best-picture-books-2019
612,Pumpkinheads,Rainbow Rowell,"Graphic Novels, Young Adult, Romance, Contemporary, Comics, LGBT, Fiction",2019-08-27,209.0,Hardcover,4.03,82322,14657,29624,2019,"In Pumpkinheads author Rainbow Rowell and artist Faith Erin Hicks have teamed up to create this tender and hilarious story about two irresistible teens discovering what it means to leave behind a place―and a person―with no regrets.Deja and Josiah are seasonal best friends.Every autumn, all through high school, they’ve worked together at the best pumpkin patch in the whole wide world. (Not many people know that the best pumpkin patch in the whole wide world is in Omaha, Nebraska, but it definitely is.) They say good-bye every Halloween, and they’re reunited every September 1.But this Halloween is different—Josiah and Deja are finally seniors, and this is their last season at the pumpkin patch. Their last shift together. Their last good-bye.Josiah’s ready to spend the whole night feeling melancholy about it. Deja isn’t ready to let him. She’s got a plan: What if—instead of moping and the usual slinging lima beans down at the Succotash Hut—they went out with a bang? They could see all the sights! Taste all the snacks! And Josiah could finally talk to that cute girl he’s been mooning over for three years . . .What if their last shift was an adventure?",1,best-graphic-novels-comics-2019
3230,Will My Cat Eat My Eyeballs? Big Questions from Tiny Mortals About Death,Caitlin Doughty,"Nonfiction, Science, Humor, Death, Audiobook, Adult, History",2019-09-10,200.0,Hardcover,4.13,41075,6154,29594,2019,"Every day, funeral director Caitlin Doughty receives dozens of questions about death. The best questions come from kids: What would happen to an astronaut’s body if it were pushed out of a space shuttle? Do people poop when they die? Can Grandma have a Viking funeral?In Will My Cat Eat My Eyeballs?, Doughty blends her mortician’s knowledge and the intriguing history behind common misconceptions about corpses to offer factual, hilarious, and candid answers to thirty-five questions. In her inimitable voice, Doughty details the lore and science of what happens to, and inside, our bodies after we die. Why do corpses groan? What causes bodies to turn colors during decomposition? And why do hair and nails appear longer after death? Readers will learn the best soil for mummifying, whether you can preserve your best friend’s skull as a keepsake, and what happens when you die on a plane. Beautifully illustrated by Dianné Ruz, Will My Cat Eat My Eyeballs? shows us that death is science and art, and only by asking questions can we begin to embrace it.",0,best-science-technology-books-2019
